district,min_similarity,max_similarity,similarity_range,most_similar ⬅
CA-29,0.15559718426115568,0.3834319496338301,0.2278347653726744,CA-17,NY-16,CA-35,NY-10,NY-14,AZ-07,CA-34,NY-12,MA-05,WI-04,MO-01,OR-03,TX-30,TX-18,TX-33,MD-07,TX-09,NY-09,GA-04,NJ-08,MI-14,MN-05
CA-30,0.08540117095215974,0.2642833895650652,0.17888221861290546,CA-15,CA-19,CA-33,TX-16,MS-02,CA-20,CA-05,IL-05,TX-33,CO-01,OH-03,WI-04,NY-06,CA-11,CA-51,SC-06,WA-09,VA-08,CA-06,MD-05,NC-01,CA-18
CA-31,0.279373737133611,0.4169536739854921,0.13757993685188108,FL-13,CA-25,VA-04,CA-52,IL-10,AZ-09,FL-27,CA-26,WA-01,IL-08,CA-09,CA-24,CT-05,CO-07,CA-03,CA-07,VA-10,FL-22,CA-16,NV-04,CO-02,NH-02
CA-32,0.06783091339868567,0.3093794696646822,0.24154855626599653,CA-46,VA-11,CA-33,AZ-03,MS-02,CA-30,TX-16,MN-04,MD-08,TX-35,FL-05,NJ-12,OH-03,MD-03,CT-01,VT-00,IL-09,CA-15,MA-04,NJ-01,NY-17,MD-02
CA-33,0.1713696379540437,0.28148051497839066,0.11011087702434696,CA-30,CA-46,TX-16,CA-32,VA-11,MA-04,MS-02,CA-15,MD-03,OH-03,CA-38,MD-05,NJ-12,MD-08,CA-27,TX-35,IL-05,IL-09,NY-06,AZ-03,CA-53,FL-05
CA-34,0.25845442598744567,0.4137554410518368,0.15530101506439115,NY-07,CA-29,NY-05,NY-09,NY-12,NY-08,NY-14,NY-13,CA-40,WA-07,CA-17,CA-37,MA-07,NY-10,CA-12,MI-13,TX-30,CA-43,IL-07,TX-09,IL-02,MI-14
CA-35,0.14731954215242457,0.37365168439336655,0.22633214224094197,CA-17,MA-05,NY-16,AZ-07,CA-29,TX-20,NY-06,TX-29,NY-10,OR-03,CA-15,CA-19,CA-20,WI-04,CA-05,SC-06,CA-30,MA-08,TX-33,NY-14,GA-13,MS-02
CA-36,0.0931060148432957,0.18382476710171566,0.09071875225841997,CA-03,AZ-09,WA-10,FL-22,IL-17,CO-07,CA-26,FL-09,MD-06,CT-05,MO-05,WA-01,TX-15,OR-05,CT-04,WA-06,GA-02,CA-09,IL-08,OR-04,CA-52,NM-01
CA-37,0.1694496127171732,0.32636304937906185,0.15691343666188864,WA-07,CA-12,IL-07,NY-05,NJ-10,NY-07,GA-05,NY-09,FL-20,CA-13,IL-02,NY-08,MI-13,TX-30,IL-04,MA-07,NY-13,TX-09,CA-43,MI-14,OH-11,NY-12
CA-38,0.07972690888276046,0.20771875216262978,0.12799184327986932,CA-27,OH-03,CA-53,MD-05,IL-09,IL-05,NJ-12,WI-02,TX-35,CA-11,MD-03,NV-01,MD-08,CO-01,VA-08,CA-51,NJ-09,CA-41,CA-18,MI-12,WA-09,CA-47
CA-39,0.059678555612548104,0.21913680658438012,0.15945825097183203,IL-06,CA-45,MN-03,CA-48,WA-08,NJ-11,IL-14,NJ-07,TX-07,VA-10,OH-01,FL-07,CA-49,VA-07,CA-21,NJ-02,VA-02,GA-06,WA-03,TX-24,GA-07,VA-05
CA-40,0.3459257507038179,0.5973091661777844,0.2513834154739665,CA-34,NY-14,NY-07,NY-09,CA-29,NY-12,NY-10,NY-08,CA-17,NY-16,MA-07,NY-05,NY-13,CA-35,CA-43,WA-07,CA-37,CA-44,MO-01,OR-03,MI-13,FL-24
CA-41,0.05507694617532825,0.16506892499801412,0.10999197882268588,CA-47,CA-53,RI-01,WA-02,IN-07,TX-34,MD-03,IL-11,CA-27,MD-08,MD-02,NJ-01,NV-01,NJ-06,CO-02,CT-04,OR-01,NM-01,CT-01,MA-03,TX-35,IL-08
CA-42,0.06017931538327769,0.10905553631063394,0.04887622092735625,MO-02,TX-06,TX-10,VA-01,GA-07,FL-03,NC-08,TX-31,VA-07,WA-05,AZ-06,VA-05,IL-14,OH-01,TX-24,NC-05,TX-25,OK-05,FL-06,FL-16,TX-22,NC-06
CA-43,0.15029519287056398,0.28247185313319273,0.13217666026262875,CA-19,WA-07,WI-04,CA-15,IL-02,MD-04,MD-07,TX-18,NY-10,OR-03,MO-01,CA-28,NY-12,IL-01,CA-20,TX-33,TN-09,CA-05,TX-30,CA-30,NY-14,GA-04
CA-44,0.47271384975479624,0.6491144082517349,0.1764005584969387,NY-09,NY-08,NY-14,NY-16,NY-10,MA-07,NY-12,NY-07,NY-05,CA-40,CA-37,NY-13,MI-13,WA-07,OR-03,TX-30,CA-43,MO-01,IL-02,NJ-08,MN-05,MI-14
CA-45,0.045100776046538255,0.18042319695648898,0.13532242090995072,IL-06,CA-48,CA-39,IL-14,NJ-11,TX-07,WA-08,MN-03,NJ-07,VA-07,OH-01,GA-06,GA-07,TX-24,VA-02,WA-03,TX-10,MO-02,VA-05,CA-42,VA-10,FL-16
CA-46,0.06783091339868567,0.3221386468781726,0.25430773347948693,CA-32,CA-33,VA-11,AZ-03,CA-30,MS-02,MN-04,MD-08,NY-17,TX-16,MD-03,TX-35,MA-04,CT-01,FL-05,NJ-12,FL-23,OR-01,NJ-01,MD-02,OH-03,IL-09
CA-47,0.05507694617532825,0.18141499386765145,0.1263380476923232,CA-41,CA-53,IL-11,RI-01,WA-02,IN-07,MD-08,CA-27,MD-03,TX-34,CT-04,CO-02,IL-08,CA-26,OR-01,CA-16,MD-02,NJ-01,TX-35,NV-01,FL-23,MN-04
CA-48,0.04721313376593427,0.15542306778596285,0.10820993402002857,CA-45,IL-14,NJ-11,IL-06,TX-07,VA-07,OH-01,NJ-07,WA-08,CA-39,GA-07,GA-06,TX-24,MN-03,TX-10,WA-03,MO-02,CA-42,VA-05,VA-02,NC-02,FL-16
CA-49,0.0822875142412262,0.21348360592794943,0.13119609168672325,VA-10,FL-07,CA-10,NJ-05,NJ-07,NV-03,MN-02,MN-03,CO-06,TX-23,CA-39,CA-45,TX-07,CA-48,MI-11,CA-21,CA-07,IL-06,VA-07,NJ-11,NC-13,NE-02
CA-50,0.08060322574190192,0.16058279795793812,0.0799795722160362,AZ-05,TX-02,AZ-06,NJ-04,TX-31,IN-05,TX-22,WI-05,CA-22,FL-19,MI-02,NC-03,MO-02,FL-03,FL-08,NE-01,GA-07,CO-04,OH-12,CA-42,OH-02,TX-27
CA-51,0.03741817740083021,0.20660386008010595,0.16918568267927575,WA-09,CA-11,CA-18,CO-01,CA-06,VA-08,IL-05,CA-02,MN-05,WI-02,OH-03,TX-18,IL-01,IL-09,MD-07,NC-01,NC-04,MD-04,CA-38,NJ-09,NC-12,MD-05
CA-52,0.0834956885114435,0.20715430239316782,0.12365861388172432,CA-26,CA-24,WA-01,CA-09,IL-08,CA-16,CA-03,CT-04,IL-10,AZ-09,IL-11,MD-06,FL-22,CO-07,CA-07,WA-10,CO-02,FL-09,TX-15,CA-36,MO-05,CT-05
CA-53,0.04300662739625143,0.1852270903512767,0.14222046295502527,CA-27,CA-41,CA-47,MD-03,MD-08,CA-38,TX-35,NJ-12,RI-01,NV-01,WA-02,MD-05,MD-02,IL-09,MA-03,TX-34,IN-07,MN-04,OH-03,WI-02,NJ-01,CT-01
CO-01,0.06143915689525696,0.20428879068612657,0.14284963379086962,IL-05,CA-11,CA-51,VA-08,WA-09,CA-18,WI-02,OH-03,IL-09,CA-06,NC-01,NC-04,MN-05,NJ-09,MD-05,CA-38,CA-02,NC-12,TX-35,NJ-12,TX-18,IL-01
CO-02,0.08949586582630513,0.14559740725713494,0.05610154143082981,TX-15,IL-11,IL-08,CT-04,IN-07,OR-01,CO-07,MO-05,CA-09,CA-16,WA-02,FL-22,WA-10,TX-34,MD-06,CA-26,NM-03,CA-03,WA-01,FL-23,NM-01,FL-09
CO-03,0.07523772325103943,0.13224662566583692,0.05700890241479749,VA-05,MI-07,MI-03,VA-07,MI-11,NC-02,FL-16,FL-06,MI-08,MI-06,WA-05,NC-13,OH-01,TX-06,WI-06,MT-00,VA-01,NC-08,OK-05,NC-05,NC-06,KY-06
CO-04,0.08069516714153327,0.1441325084774423,0.06343734133590903,FL-08,FL-19,MI-02,NC-03,KS-04,SD-00,WI-05,OH-02,FL-17,TX-27,FL-11,IN-05,NE-01,AZ-05,IN-04,MO-06,NJ-04,MD-01,OH-05,NC-11,OH-04,KS-02
CO-05,0.12394002581894195,0.26279689876404555,0.1388568729451036,VA-06,AR-01,TX-17,SC-02,SC-04,OH-07,SC-01,TX-21,CA-08,MS-03,GA-01,TX-26,VA-09,FL-12,IL-16,AR-04,GA-11,CA-23,KS-04,MI-04,NC-09,OH-08
CO-06,0.11853290682337966,0.20988827980618643,0.09135537298280677,CA-10,TX-23,VA-10,AZ-02,FL-26,IA-03,MN-02,CA-21,NV-04,CA-07,MN-03,MI-11,NH-01,NJ-07,CA-49,NV-03,NE-02,IA-01,NJ-05,NY-24,NH-02,IL-13
CO-07,0.06548152411176762,0.15105674430491342,0.0855752201931458,WA-10,CA-03,WA-01,MD-06,MO-05,CA-09,TX-15,FL-09,CO-02,FL-22,IL-08,AZ-09,CT-05,CA-16,OR-05,DE-00,CA-24,CA-26,IL-11,CA-36,WA-06,MA-09
